,Epoch,nData,att_time,pur_time,clf_time,std_acc,att_acc,pur_acc_l,pur_acc_s,pur_acc_o,pur_acc_list_l,pur_acc_list_s,pur_acc_list_o,count_att,count_diff
979,98,100,1.623934,137.878611,0.220741,96.0,0.0,92.0,92.0,93.0,92.0,92.0,93.0,8,0
980,99,100,0.659759,136.125228,0.581866,96.0,0.0,89.0,90.0,89.0,89.0,89.0,89.0,8,3
981,99,100,0.659759,136.125228,0.581866,96.0,0.0,89.0,90.0,89.0,90.0,91.0,89.0,8,3
982,99,100,0.659759,136.125228,0.581866,96.0,0.0,89.0,90.0,89.0,88.0,87.0,89.0,8,3
983,99,100,0.659759,136.125228,0.581866,96.0,0.0,89.0,90.0,89.0,88.0,88.0,89.0,8,3
984,99,100,0.659759,136.125228,0.581866,96.0,0.0,89.0,90.0,89.0,88.0,88.0,90.0,8,3
985,99,100,0.659759,136.125228,0.581866,96.0,0.0,89.0,90.0,89.0,87.0,89.0,90.0,8,3
986,99,100,0.659759,136.125228,0.581866,96.0,0.0,89.0,90.0,89.0,89.0,89.0,90.0,8,3
987,99,100,0.659759,136.125228,0.581866,96.0,0.0,89.0,90.0,89.0,88.0,89.0,90.0,8,3
988,99,100,0.659759,136.125228,0.581866,96.0,0.0,89.0,90.0,89.0,89.0,89.0,89.0,8,3
989,99,100,0.659759,136.125228,0.581866,96.0,0.0,89.0,90.0,89.0,89.0,90.0,89.0,8,3
990,100,100,1.6187420000000001,142.076379,0.587294,98.0,0.0,92.0,91.0,91.0,84.0,84.0,84.0,4,4
991,100,100,1.6187420000000001,142.076379,0.587294,98.0,0.0,92.0,91.0,91.0,88.0,88.0,85.0,4,4
992,100,100,1.6187420000000001,142.076379,0.587294,98.0,0.0,92.0,91.0,91.0,92.0,89.0,90.0,4,4
993,100,100,1.6187420000000001,142.076379,0.587294,98.0,0.0,92.0,91.0,91.0,93.0,92.0,91.0,4,4
994,100,100,1.6187420000000001,142.076379,0.587294,98.0,0.0,92.0,91.0,91.0,93.0,90.0,90.0,4,4
995,100,100,1.6187420000000001,142.076379,0.587294,98.0,0.0,92.0,91.0,91.0,93.0,91.0,91.0,4,4
996,100,100,1.6187420000000001,142.076379,0.587294,98.0,0.0,92.0,91.0,91.0,92.0,91.0,91.0,4,4
997,100,100,1.6187420000000001,142.076379,0.587294,98.0,0.0,92.0,91.0,91.0,91.0,91.0,91.0,4,4
998,100,100,1.6187420000000001,142.076379,0.587294,98.0,0.0,92.0,91.0,91.0,92.0,91.0,91.0,4,4
999,100,100,1.6187420000000001,142.076379,0.587294,98.0,0.0,92.0,91.0,91.0,92.0,91.0,91.0,4,4
